channel_id,title,subscriber_count,discovery_method,first_seen_at,description,engagement_rate,cadence,velocity
UCN2kIpBA_A3aVjcR67HnFng,My Personal Finances,1440,both,2026-08-14 18:35:22.436555+03:00,"Finance is the single, most powerful driver that makes the most significant difference in our lives. Financial education is still lacking in our schools and homes. It depends on each one of us to invest in ourselves – to learn, plan and take action for our financial well-being while avoiding the pitfalls of greed and deceit. The true worth of financial freedom is a life focused not on money but on true freedom in time, wealth, and meaningful relationships.

MyPF is a leading award winning financial education platform to help you simplify and grow your personal finances. We truly hope you will benefit from being part of our MyPF Community, and are inspired to simplify and grow your personal finances towards financial independence.",0.02211,3.83,1.3252
UCve6AcM_V7mnpBCl9TFjRRg,Your Personal Finance 360,1390,both,2026-08-14 18:35:09.267293+03:00,"Your Personal Finance 360 (degree) is your go-to destination for clear, practical, and actionable financial wisdom.

We simplify complex money topics — from Mutual Funds, NPS,  EPF, PPF, SuperAnnuation,and tax-saving strategies. Goal to make you smart with investing, retirement planning, CTC or salary optimisation, and wealth-building habits.

Financial Independence will help ensure power of compounding.

Our mission:
Help you understand money, optimise your finances, and move one step closer to financial independence — with clarity, confidence, and 360° insights.

#nps #npszarurihai #epfo #pf #ppf #financialindependence #cybersecurity #pfrda #rbi #upisafety 

Disclaimer
All content iat ths channel are created purely for educational and awareness purposes.
Examples used in the content are for illustration purposes only and may be simplified for clarity.
Investing and financial decisions involve risk. Please do your own due diligence before acting on any information shared here.
",0.055906,0.47,0.8521
UCk_TpncJMwQvCyqvLVp2SNw,Raksi Monique Personal Finance,178,both,2026-08-14 18:35:31.984922+03:00,"Welcome to my YouTube Channel. 🎉 Here I hope to share the knowledge I’ve gained over the years on managing my Personal Finance so I could achieve my financial goals. 💸 

Binge watch my Personal Finance playlist by clicking this link: https://www.youtube.com/playlist?list=PLqavicYcqSK1QEi9_6Q77-po1vXyUrGiG
",0.158429,0.59,0.8703
UCaOm0WoOuPZJPl7GOsprzEw,Personal Finance Declutter,100,both,2026-08-14 18:35:30.606137+03:00,"Hello there and welcome to my YouTube Channel! I'm Kiran and I live in Michigan. I'm on a journey to achieve financial independence, along the way I'm learning financial minimalism and decluttering. My main focus is to create YouTube  videos and share my experiences as I enjoy learning, planning, filming and processing videos. If you like to stay up to date, please subscribe my channel for my latest content!",0.084717,4.08,0.2754
UCBxa4d96Gq2GAbIBkbw9nzg,The Personal Finance Show,88,both,2026-08-14 18:35:33.704816+03:00,"The Personal Finance Show
With your host Beau Humphreys, Personal Finance Coach
For more a complete list of episodes go to http://www.thepersonalfinanceshow.com",0.014079,0.83,5.0
UCZsxeYbUP30aMu54J8Vin4A,Esther Kiss - Personal Finance and Investing,70,both,2026-08-14 18:35:25.575883+03:00,,0.166667,20197.4,1.0
UCUmkohNO9C1P0asCjedURvw,Personal Finance for Teens,13,both,2026-08-14 18:35:42.751703+03:00,Personal Finance for Teens is a financial literacy course with short animated videos designed to help teenagers develop the skills necessary for a stable financial future.,0.024111,5.14,1.0
UC5xCzuZbREEHswnZc9zHK7g,Personal Finance Factory,11,both,2026-08-14 18:35:19.407907+03:00,"We help YOU to take control of your personal finances and achieve financial freedom. Our channel is dedicated to providing valuable information, tips, and strategies to help you save money, invest wisely, and plan for your future. Our goal is to empower you to make smart financial decisions and achieve your FINANCIAL GOALS. With our help, you'll be well on your way to becoming rich. So subscribe now, and let's start building your wealth together!
",0.063499,5.91,1.6297
UCh0ClhObQ7IWeYFCU-FFt0A,Index Fund Investing,10,both,2026-08-14 18:35:44.491858+03:00,"I am a 21 year old West Point Cadet investing the money I made in high school and a $36,000 loan at 0.75% APR from the Army. I hope to share everything I learned from countless hours of research and finance classes to you in a fraction of the time. By watching a few minutes of my content, you should have the knowledge to build a strong passive portfolio with minimal effort!",0.139241,0.0,1.0
UCERM480jMQ_szTd-w3Y_LSQ,Personal Finance & Investing Tips,9,both,2026-08-14 18:35:39.885573+03:00,"Welcome to my Personal Finance & Investing Tips channel – Your 2026 Guide to Wealth.

#Shorts #YouTubeShorts #FinanceShorts #MoneyShorts #ViralShorts

​Stop following 2020 money advice in a 2026 economy.

Automate Your Wealth, Master Your Money. 🚀

We Deep Dive Into:

✅​  Agentic Finance: The best AI tools for stock analysis, tax optimization, and debt payoff.

✅ ​ Modern Investing: Breaking down ETFs, Crypto, and Real Estate for the 2026 market.

✅ ​ Passive Income 2.0: Side hustles that actually scale with AI automation.

✅ ​ Smart Savings: Finding the highest-yield vaults that the ""Big Banks"" don't want you to know about.

​Subscribe🔔👇https://youtube.com/@financeandinvesttips for data-driven strategies to inflation-proof your life.
",0.333333,0.0,1.0
UCo51Rs98MWHpV8EQblE9dcA,Personal Finance School,3,both,2026-08-14 18:35:27.966925+03:00,"Welcome to Personal Finance School – your go-to source for practical personal finance advice that helps you take control of your money and build lasting wealth!
Whether you're just starting out with budgeting and getting out of debt, or looking for smart investing tips, stock market strategies, real estate insights, and ways to achieve financial freedom, I've got you covered. I break down complex topics into simple, actionable steps based on real-world experience – no fluff, just results.
New videos every week on saving money, growing your income, retirement planning, and mindset shifts to rethink rich. Subscribe now and hit the bell 🔔 to start your journey to financial independence today!
",0.034014,37.59,0.8
UCvRLLBFksrp1HyZQcM4qtZg,Financial IQ,0,both,2026-08-14 18:35:43.568335+03:00,"Welcome to **Financial IQ** – your ultimate guide to mastering personal finance, smart investing, and wealth creation! 🚀

Our mission is simple: to make complex financial concepts easy to understand for everyone. Whether you are a beginner looking to save your first dollar, an aspiring investor aiming to grow your portfolio, or someone striving for long-term financial freedom, you've come to the right place.

### 💡 What We Cover:

* **Personal Finance & Budgeting:** Practical tips to manage money, cut unnecessary expenses, and boost your savings.
* **Smart Investing:** Insights into stock markets, index funds, real estate, and asset allocation strategies.
* **Passive Income & Wealth Building:** Proven methods to build multiple income streams and achieve financial independence (FIRE).
* **Economics & Market Trends:** Clear breakdowns of global financial news and macroeconomic shifts.
#FinancialIQ #PersonalFinance #SmartInvesting.
",0.0,0.0,1.0
