channel_id,title,subscriber_count,discovery_method,first_seen_at,description,engagement_rate,cadence,velocity
UCDc2wFMXTSApCa4UwDrdz_Q,The Budget Dermatologist,720000,keyword,2026-08-14 19:44:15.932808+03:00,"ALL SKIN TYPES WELCOME HERE!! I’m Dr. Maren Locke, board-certified dermatologist known globally as “The Budget Dermatologist.” This channel is all about real, unfiltered skin and my mission to REWRITE BEAUTY STANDARDS. Beauty and skin health should be individualized, realistic, approachable, and NOT all-consuming. I’m here to un-complicate skincare with evidence-based education, personalized routines that actually work, and insider tips on when to save vs. splurge so you can get premium skin without the price tag. Ready to feel confident in your skin? Hit subscribe!

Disclaimer: This content is for informational purposes only and not a substitute for professional medical advice. Viewing or subscribing does not create a physician–patient relationship. Always seek advice from your own dermatologist or healthcare provider regarding any medical concerns.
",0.032285,19.71,0.9702
UCA8P3Rgfjn0IFZL4bmrKbrg,Rule #1 Investing,503000,keyword,2026-08-14 18:58:05.749691+03:00,"Official YouTube channel of Phil Town and Rule #1 Investing. 

DISCLAIMER:
Rule One Investing provides general education only. We are not a registered investment advisor, broker-dealer, or financial advisor. Nothing here or in any workshop constitutes personalized investment advice or a recommendation to buy or sell securities. Phil Town’s personal results are historical, shown for educational purposes only, and are not typical. Past performance is no guarantee of future results. Most investors do not achieve similar returns. Stock examples and outcomes shown are illustrative only and are not recommendations. Investing involves substantial risk, including complete loss of principal. No strategy guarantees profits. Testimonials are from real, unpaid students who volunteered their experiences. You are solely responsible for your investment decisions. Investing involves risk of loss.

©️ 2025 Rule One Investing LLC. All rights reserved.

",0.025611,8.02,0.2341
UC3z9dDPBBClk-9IJJlXuMQg,Financial Wisdom,317000,keyword,2026-08-14 19:29:53.634300+03:00,"As a professional 30+ year veteran trader/investor I have consumed hundreds of financial books and endured countless hours of self education. My trading strategy captures all the key criteria identified from not only my journey but the many top traders of the past. Furthermore we have created a bespoke breakout scanner and so much more in our community: https://www.financialwisdomtv.com/service

My FREE Strategy Blueprint - https://www.financialwisdomtv.com/service
My Brokerage Account (Interactive Brokers) - https://bit.ly/3UGvn1U
25% Off Stockopedia - https://bit.ly/2YIcAIn
My Breakout Scanner - https://www.financialwisdomtv.com/service
My Forum - https://www.financialwisdomtv.com/service
FREE Trading Tools/Software/Stuff - https://bit.ly/3ea6sl8
My Instagram Link - https://www.instagram.com/gpacker77/



",0.030596,4.84,0.6932
UCrNfRFWnLC3tCy1TnyhVQ7g,Casual Finance,315000,keyword,2026-08-14 19:29:48.021212+03:00,"i make finance videos |

for business inquiries: contact.casualfinance@gmail.com |

Disclaimer: I am not a financial advisor.  All content provided on this channel is for entertainment purposes only. Investing involves risk and you must do your own research.
",0.036802,31.72,1.1873
UCqP6K5GNGvQXSI10xNIAkxA,The Budget Mom,278000,unattributed,2026-08-14 19:38:43.365739+03:00,"Welcome to The Budget Mom!

Life is about more than just paying bills and managing money—though getting that part right is a game-changer! Financial fulfillment goes beyond numbers; it’s about building confidence, stability, and creating a life that feels truly meaningful.

Here on TBM, I share practical strategies to help you:
✔️ Budget with confidence
✔️ Pay off debt faster
✔️ Save more for what matters
✔️ Crush your financial goals

As an Accredited Financial Counselor®, I provide actionable advice without the overwhelming jargon. This channel isn’t just about managing your finances—it’s about empowering you to spend on what truly matters and live the life you love, on a budget that works for YOU.

If you're ready to take control of your money and start living with purpose, you’re in the right place.

Let’s do this—together!
",0.061239,5.49,5.4042
UCQQJnyU8fALcOqqpyyIN4sg,The Finance Storyteller,265000,keyword,2026-08-14 19:34:13.406774+03:00,"Learn finance the EASY way! My channel is all about explaining you finance, accounting and investing in an understandable way: getting straight to the point, and having the numbers do the talking. Lots of case studies and real life examples, and clear descriptions of how things work in the real world (rather than the textbook).

Whether you are new to finance, or already experienced, you will find content that gives you a fresh look at finance, make sure to subscribe to my channel right now.

I will explain you finance terminology, guide you through accounting steps, show you how to read an annual report, walk you through the financial statements, and explain you how to invest.

Learn the business vocabulary to join the conversation with the CEO at your company. Understand how financial statements work in order to make better stock market investment decisions.

If that sounds like something that could help grow your career or your business, then make sure to join me by subscribing!",0.021619,1.39,0.5966
UCCnXqVJZq_cD9wpycpml9LQ,His And Her Money,241000,unattributed,2026-08-14 19:38:44.827639+03:00,"His and Her Money® | Talaat and Tai McNeely

TAKE DOMINION over your MONEY and LIFE

💰 Learn how to STOP the cycle of debt and BUILD GENERATIONAL WEALTH

⬇ Free Guide
https://bit.ly/3uIknoh

ABOUT US: https://www.hisandhermoney.com/aboutus/

FOLLOW US:
Website | https://hisandhermoney.com/
Instagram | https://www.instagram.com/hisandhermoney/
Twitter | https://twitter.com/HisandHerMoney
Facebook | https://facebook.com/hisandhermoney

Disclosure and Disclaimer: All information given is for general information and entertainment purposes only, and does not constitute professional financial advice. Links may contain affiliates. When you buy through one of our links we will receive a commission. This is at no cost to you. We are a participant in the Amazon Services LLC Associates Program, an affiliate advertising program designed to provide a means for sites to earn advertising fees by advertising and linking to www.amazon.com.  

Thank you for your continued support of His and Her Money.
",0.062382,3.68,1.9718
UCmRyFYcJLy5kFQJfdR3Gv8Q,Financial Bunny,238000,keyword,2026-08-14 19:30:06.580462+03:00,"Welcome to Financial Bunny – your go-to channel for practical personal finance in South Africa.

This channel is dedicated to helping everyday South Africans make smarter money decisions with clarity and confidence. We break down complex financial topics into simple, relatable conversations that actually make sense in the South African context.

On Financial Bunny, you’ll learn about budgeting, debt management, home loan and bond repayment strategies, investing in South Africa, Tax-Free Savings Accounts (TFSA), retirement planning including the Two-Pot system, credit scores, property investing and long-term wealth building.

Hosted by Nicolette Mashile – financial educator, entrepreneur and founder of Financial Fitness Bunnies – this channel focuses on financial literacy in South Africa that is practical, empowering and relevant.

For educational purposes only.
📘 Facebook: @FinancialBunny
📸 Instagram: @nicolettemashile
🐦 Twitter/X: @ImCocoMash
🎥 TikTok: @nicolettemashile
",0.030428,3.07,1.229
UC4_aeHO9Et1h3rEpQAtMAPw,Bradley on a Budget,227000,keyword,2026-08-14 19:12:11.281774+03:00,"WELCOME! I'm Bradley, aka Bradley on a Budget from TikTok and welcome to my podcast on living frugal and how to stop being an idiot with your money :) Be sure to SUBSCRIBE!

0 F: badboybrad 

Thanks for you love and support. I am so immensely grateful for you and happy to have you here :)
",0.048216,26.79,0.9916
UCXzNNA2ngRpRiWvyA7eGd6w,Nick Invests,191000,keyword,2026-08-14 18:58:09.986146+03:00,"I’m Nick, and I create easy-to-understand animated videos about personal finance, investing, passive income, and managing debt. My goal is to break down complex financial topics using whiteboard animations that make learning both simple and engaging.

Whether you're looking to grow your money, escape debt, or start building passive income streams, you’re in the right place.

Contact me for any request: nickinvestsusa@gmail.com

🔔 Subscribe for weekly videos designed to inform and entertain — no jargon, just clear insights.
📌 Please note: These videos are for entertainment purposes only and do not constitute financial advice.
📌 Disclaimer: This channel features original fan art and illustrations inspired by adult animation styles. All characters and artwork are original creations and are used for entertainment and illustrative purposes only.
",0.043888,30.02,1.2563
UC8LHgvwkmlJ0wZnUFqp63Dw,Baddies & Budgets,185000,keyword,2026-08-14 19:44:30.930008+03:00,"Budget Start Date: February 5. 2021
Budgeting Method: Zero Based Cash Stuffing
Debt: $58,000 Student Loans, $5,000 Credit Card, $3,000 Medical 
Upload: 3X/Week 

Hey All. I'm Jasmine, a single full time auntie to a college freshman. I am a full time entrepreneur, running two small e-commerce based businesses. I also solely run Baddies & Budgets!
My businesses:
baddiesandbudgets.com
shopohmyfro.com 

I was sick and tired of living beyond my means and not having money when I needed it. I tracked my expenses for a month and saw that I was wasting so much money on food delivery and Amazon. Like, who needs that much junk from Amazon? I also wanted to start investing because I know that as an entrepreneur, retirement can get put on the back burner.

I knew I needed a new way of budgeting to start saving and investing for my future. All Cash Budgeting has completely transformed my life! I am well on track to reach all of my goals! Thank God. Come join me on my journey to financial freedom!
",0.060905,2.87,0.8994
UC12lnsYNt8_VthTNOuOGTmQ,Jeremy Lefebvre Makes Money,149000,keyword,2026-08-14 19:29:43.839651+03:00,"Jeremy Lefebvre Reacts to only the most intriguing finance video of the day. Jeremy has a primary channel Financial Education which was started in 2016. Jeremy has been an active investors in public companies since the 2008 financial crisis. Jeremy focuses on long term investing in companies he believes are game changers for the future. Living by his quote ""Buy the Dip and Never Trip"".",0.066867,9.37,1.1305
UCH9HlTrjyLmLRS0iE1P4rrg,Money Rules - Investing Tips ,131000,keyword,2026-08-14 18:58:19.220204+03:00,"A channel dedicated to learning how to understand money and to grow wealth through the years. I'll be covering everything from how to make money, investing in cryptocurrency, Bitcoin, Ethereum,  explaining money trends and how to manage money and make it grow. I love finance and have been into finance for 10+ years and I'm always looking to help out anyone who is willing to listen. The channels name is a play on both ""Money rules everything around us"" and ""The rules of learning about money""",0.127995,29.41,0.8312
UCvs2mwDS-ZiIeJ01kvzarbQ,Debt Free Millennials,116000,unattributed,2026-08-14 19:39:08.353138+03:00,"If you're a millennial who wants to crush debt and live payment free, consider me your debt free millennial guide. I'm Justine, and I paid off $35,000 in student loan debt on a $37,000 income in 2.5 years and I'm teaching you all of my debt free ways! Learn about paying off student loans, controlling your spending, conquering your biggest (and bad ass-iest) financial goals, and much more.

Welcome to the DFM fam!

🔴 Partner With Me - debtfreemillennials@creatorsagency.co
",0.033706,5.23,0.046
UCk9yHgmuR4bUScGQb_ioVtg,JCash Investments ,105000,keyword,2026-08-14 19:29:42.535570+03:00,"The Place To Be For All Your Financial Needs 

Mattew 6:33 Seek ye first the kingdom of God and all his righteousness and all these things will be added to you 
",0.073608,4.74,1.5774
UCG3Eptha6hEISzZT7Azymdw,J U M O K E   M I  |  Finance Nerd,95300,keyword,2026-08-14 19:30:05.153736+03:00,"Hello and welcome! I'm an Investment Banker (CFA, CAIA) retired from my 9-to-5 before age 40. I went from being a happy 9 to 5-er to a happier passive income generator.

On this channel, I share my journey and the knowledge gained from managing money for the wealthy, that has guided me so far, with the objective of helping you improve your personal finances in a meaningful way, make additional income that can change your life without requiring you to SELL extra hours of your life (investing/business/ reducing spending/entrepreneurship) and find joy in the simplier things of life whilst doing so.

Please note, I am NOT on social media:
📵 Instagram
📵 TikTok
📵 X (Twitter)
📵 Meta (Facebook)
📵 Snapchat

See you in the comment section.🤎

Jumoke x
pronounced | Juu-More-Keh | 
",0.047291,2.98,0.2662
UCZjVE44LOvxPyKA-tymFoyQ,Martik Finance,95100,keyword,2026-08-14 19:29:45.332600+03:00,"Hey there! I'm a long-term investor trying to explain investments in a simple way. I hope you have fun and learn a lot here! Smash that subscribe button!

Disclaimer: I do not sell any courses or manage investments (I am not a financial advisor). I also do not have any group chat (Telegram, etc)
",0.032366,2.42,0.8563
UCxcWbV1De0E4jW3ze0ns8yA,JP Finance,89600,keyword,2026-08-14 19:33:48.539729+03:00,Just a normal 27 year old guy talking about building wealth and getting your life together in your 20's. ,0.043519,10.28,0.4965
UCk4LyxBy_LLhpgHL2ZyijzA,Michela Allocca,82100,keyword,2026-08-14 19:44:40.626963+03:00,"making money, staying healthy, and building the life of my dreams ✨ 💸 🤍 
money videos every sunday. 
podcast episodes (don't depend on daddy) every wednesday.
occasional vlog, when feeling aligned 🤍

Follow me on IG: @breakyourbudget @michela_alloccaa
Website: www.breakyourbudget.com
Substack: https://breakyourbudget.substack.com/
Business Inquiries: michela@breakyourbudget.com
",0.038898,30.52,0.6721
UCjYpaa0qSxg0IqAGW1LX1yA,Dow Janes,78500,keyword,2026-08-14 19:29:51.772515+03:00,"Dow Janes is a financial education company empowering women+ to take control of their money through financial education, coaching, and community.
 💚 Learn to budget, save, invest & build wealth with confidence.
 🎓 500k+ taught | 40k+ members
 ✨ Start free👇🏽",0.034911,30.02,0.7742
UC84rXnmdTb8znU5mGdJYj-w,Plain Finance Reborn,47000,keyword,2026-08-14 19:33:50.193542+03:00,"Hi There! Welcome to our channel Plain Finance Reborn. in this channel we provide you with videos about Finance, Investing, Economy, Business, and Stocks that will hopefully inform and educate you to get the best out of your money.

Our video is intended to keep you updated with the current condition of the market from the experts like Robert Kiyosaki, Jim Rickards, Peter Schiff, etc. our channel PLAIN FINANCE REBORN owns all of the commercial licenses for all content used (excluding parts used under fair use and edited by PLAIN FINANCE REBORN). If you have any question, concerns, etc. please contact the channel.",0.050763,163.26,0.4075
UCZl9ry5ew_2YeCQ6ECk8sxA,Easy Peasy Finance,45600,keyword,2026-08-14 19:00:20.706046+03:00,"Hi, I’m Rishi. I started Easy Peasy Finance at age 8, because teen and beginner-focused finance content basically didn’t exist.

8 years later, Easy Peasy Finance has reached millions of learners across 193 countries through 1,200+ videos. I have never accepted any sponsorships, so the concepts and strategies I share are what I truly believe in.

In March 2026, when I was 16, I passed the CFP® exam - the gold standard in financial planning. I’m believed to be the youngest person ever to do so (the average passing age is 37). So every video is built on real financial planning knowledge.

Here, you’ll find: Personal finance concepts explained in under 3 minutes, investing basics for beginners, simple strategies for building real wealth, and money traps most people fall into (and how to avoid them). All with no jargon or filler.

3x Plutus Awards winner, including a 2026 Hall of Fame honor
Featured on CBS News & Kiplinger

New video every week. Subscribe to never miss a free breakdown.
",0.024974,30.0,0.6993
UCxGoymtTKiZd_SlSI58rVAA,Money Management,26000,keyword,2026-08-14 18:57:48.479812+03:00,"Everything you need to know about finance and investing.
Building an investment portfolio is one of the smartest ways to create long-term wealth. 
So let's start with startups!
",0.046363,25.42,0.6459
UCCQ1uKUUYUXDnjYTAJUppQA,Luke Finance,25300,keyword,2026-08-14 19:34:15.041961+03:00,"👇 Join My Free Community

https://viewlink.io/skoolcommunity

I’m Luke, and this channel is for finance professionals who want to use AI to work smarter, faster, and with more strategic impact.

I break down how to apply AI in real finance workflows such as: financial modeling, forecasting, budgeting, reporting, automation, and decision support.

The goal is not replacement. The goal is leverage.

You’ll learn:
- How to integrate AI into Excel, FP&A, and financial analysis
- How to reduce manual work without reducing control
- How to increase output quality and strategic value
- How to stay ahead as AI reshapes finance

Everything is practical, workflow-focused, and built for real finance professionals: analysts, controllers, FP&A leads, CFOs, and operators.

If you work in finance and want to become exponentially more effective with AI, this channel is for you.

----
📩 Contact: luke@viewlink.io

",0.000673,7.21,0.8876
UCUh5m4D_bSOqw7cJF8EQ8Dw,Finance Simply Explained,18600,keyword,2026-08-14 19:34:01.973060+03:00,"Welcome to Finance Simply Explained, your go-to channel for learning personal finance, investing, and wealth creation — in plain English. Our mission is simple: to make finance easy for everyone. We break down complex topics like the stock market, real estate investing, cryptocurrency, passive income, budgeting, and financial freedom strategies into clear, actionable lessons you can actually use in everyday life.

Whether you’re trying to understand how money works, start investing, or grow your wealth faster, our videos give you step-by-step explanations, real-world examples, and strategies used by successful investors and entrepreneurs.

From beginner investing tutorials and money management tips to economic breakdowns and market updates.

⚠️ Disclaimer
This video is created for educational and entertainment purposes only. It should not be considered financial or investment advice. Always do your own research or consult with a licensed professional before making financial decisions.
",0.042996,5.17,0.3323
UCSJBJ3sP5GRUJMON12v28ew,Financial Education,18400,keyword,2026-08-14 19:30:03.774258+03:00,"Wealth is just a word and if you want financial freedom and independence, you'll want to learn more about personal financial management and investments. Our channel takes a format of short videos and we cover topics related to financial education, personal finance, investment, risk, and stock market. Our goal is to provide an array of videos to help you make the smartest financial decision today.",0.038305,0.52,0.0824
UCmN4E6lFtkZ_QqDXIeHwaCg,Best Finance. О деньгах человеческим языком,15300,keyword,2026-08-14 19:33:42.943998+03:00,"Хотите обеспечить себе и своим детям финансовую независимость и не беспокоиться о будущем?
Хотите научится управлять деньгами в жизни и бизнесе и сделать так, чтобы деньги работали на вас, а не вы работали ради денег?
Тогда наш канал для вас.

Простыми словами в доступной форме мы рассказываем:
- как начать инвестировать
- все об инвестициях в Казахстане
- о финансовой грамотности и как развить свой финансовый интеллект
- как создать пассивный доход
- разбираем инвестиционные стратегии и направления для инвестиций: акции, облигации, депозиты, инвестиции в бизнес

Автор и ведущий  - Павел Бондаренко, спикер Best Finance, экономист, преподаватель.

Если вы хотите преуспеть в преумножении капитала и вам необходим личный финансовый план, а также нужна помощь в выборе хороших активов, то вы можете обратиться ко мне за индивидуальным разбором - для этого напишите мне по ссылке ""Запись на консультацию"" в разделе ""Ссылки""
",0.094833,8.82,0.5125
UCzHfjIypEdPtGM10UretMTw,Best Budget Info,14800,keyword,2026-08-14 19:44:44.509405+03:00,"Welcome to Best Budget Info!

We help you find the best budget-friendly products across a wide range of categories, including electronics, gaming accessories, home essentials, outdoor gear, and travel accessories. Our goal is to make shopping easier by providing carefully selected recommendations that offer great value for money.

All of our videos contain affiliate links, which means that if you click on one of the product links, I’ll receive a small commission. This helps supports the channel and allows us to continue to make videos like this. 

Instagram - @bestbudgetinfo
Website - www.bestbudgetinfo.com
For Sponsors - bestbudgetinfo@gmail.com

Peace ☮️  😊🧿

",0.036992,93.98,2.714
UCcKTck65QaXAWhgs-OLzpLg,Rebecca's Finance Tutorials,11100,keyword,2026-08-14 19:33:40.244397+03:00,"Want to pass your bookkeeping or accounting exam first time? 
Then you are in the right place!

Make sure to subscribe for weekly video releases
Use my premade playlists per exam below x
Happy studying all :D
",0.019924,2.84,0.2635
UC4XJHGqb_WCUXQkHvKN5EwA,Understanding Finance,9630,keyword,2026-08-14 19:33:45.598425+03:00,"Anyone can take a finance class, memorize a bunch of formulas and rules, and then check off the box that they took the class.  My goal however in all of these lectures is to maximize your understanding and not your ability to memorize.

On this channel, I will have provided both ""understanding finance nuggets"" as well as the lectures for three classes: Corporate Finance, Advanced Corporate Finance, and International Finance. All three of these classes include ""building block"" lectures meaning you will likely get more out of the experience if you watch them in order and do not move on to lecture 3 until you understand lecture 4.

The ""understanding finance nuggets"" are mini-lectures on narrow topics. In some cases the ""nugget"" can be understood on a ""stand-alone"" basis, and in other instances I will provide information on  ""required"" or ""desired"" pre-requisite nuggets.

I wish you a wonderful and positive learning experience.

James Tompkins",0.012537,0.35,1.612
UCENnvB5MjP6ggtALzmy1BEw,Get Started Investing,9160,keyword,2026-08-14 19:30:11.892897+03:00,"Hi! I'm Jess. 👋 This year, I finally started investing. After years of indecision, I took a leap and began documenting my journey, bringing you along as we learn the investing ropes together. Designed to build your confidence, our short, easy-to-understand videos make investing approachable- so you can make the most of your money. We release new videos every Tuesday & Thursday!

On Tuesdays: I tackle real questions from a beginner investor- whether my own or sent in by our community- we cover everything from ETFs & shares, to super, property and personal finance.

On Thursdays: our series, How I Got Started in each episode I chat with one of our community members to hear the highs, lows and lessons from their investing journey- proving that investing really is for anyone.
",0.012315,22.88,0.6491
UCV6eDDEWKQB53MCMfKoKQRg,Budget 2026-27 News Update ,8780,keyword,2026-08-14 19:44:21.703038+03:00,"🇵🇰 Pakistan Budget 2026-27 | Salary Increase, Pension Updates & Budget News

Welcome to our channel!

We provide the latest updates, news, and analysis related to Pakistan's Federal Budget 2026-27. Stay informed about government announcements, salary increases, pension revisions, tax changes, and other important budget-related developments.

📌 On this channel, you will get updates about:

✅ Government Employees Salary Increase
✅ Pension Increase Updates
✅ Federal Budget 2026-27 Highlights
✅ Tax Relief and Tax Policy Changes
✅ Allowances and Benefits for Employees
✅ EOBI Pension Updates
✅ BISP and Social Welfare Programs
✅ Economic and Financial News
✅ Official Notifications and Government Announcements
✅ Budget Speech Key Points and Analysis

🔔 Subscribe to the channel and turn on notifications to receive the latest Budget 2026-27 updates, salary news, pension announcements, and government policy changes.
",0.016121,9.34,1.4909
UC_yc_HCG3OS1YlmUOc3FgWg,"MoneyLover - Expense Manager, Budget Planner",8210,keyword,2026-08-14 19:44:22.626608+03:00,"MoneyLover is a powerful yet simple app for managing your personal finance, i.e. your income, cash, spending, expenses, all conveniently from your mobile device. 

With MoneyLover app, you can easily monitor your spending within your planned budget and control your savings by spending reminders and alerts. MoneyLover will act like a financial calendar, alerts you to debts, and reminds you of recording your expenses. All are done in one simple app with a clean and sleek environment.

Functionality: 

- Easy and quick to add transactions, with pictures attached for later reminder;
- Report and Analysis of your incomes, expenses and savings: charts, stats and automatically calculated spending trends;
- Upcoming Cloud feature offers a solution to your pooled funds and synchronizes your expense data from different platforms, perfect for family and household budget managing;
- Travel mode assists you to manage your trip;
- Recurring Transactions tool frees you from repetitive",0.009126,0.46,0.013
UC8ry6TMsZCtErARp8NoimRQ,the simple budget,8110,keyword,2026-08-14 19:39:02.890707+03:00,"welcome to the simple budget!
thank you so much for visiting my channel. 
i’m vada, and i’m a wife and stay at home mom. 
here on my channel, i show you how my family uses the zero-based budgeting method in order to simplify our financial life.
we started using this method in december of 2022 in order to take hold of our finances, and pay off our debt.

starting debt amount january 1, 2023: $58,947.30

i hope you'll stick around, and come along with me as we tackle this huge goal, and build a community to encourage and inspire one another along the way. 🖤


please subscribe :)
📷 @the.simple.budget
",0.134627,7.08,1.2595
UC0LQqb2IIPnK5PHGbGs9QIw,Money Managers,7150,keyword,2026-08-14 18:57:51.696066+03:00,"Hi, I am Khumo Nawa
Follow my wealth building journey and all things money. 
I am an investor
Financial educator 
Author
Creator
",0.066307,2.64,1.053
UCo0nAkcDhZyxifX6RwD3tUQ,Paula’s Budget,5760,keyword,2026-08-14 19:38:58.564835+03:00,"Welcome to my real-life cash budgeting journey.
I’m Paula — a new BSN graduate, full-time mom, and someone who knows what it means to start from zero while chasing big goals. Here, I document my financial wins, setbacks, and everything in between as I pay off debt, rebuild my credit, and manage a multigenerational household — all on a nurse’s budget.

On this channel, you’ll find:

💵 Cash-stuffing & budget-with-me videos
📉 Monthly debt & credit score updates
🧾 Sinking funds, savings goals & financial resets
🎓 How I budget as a new nurse + single mom
🧠 Motivation for mental health, discipline & long-term change

I’m not perfect, but I’m real. If you're trying to turn your finances around while balancing real life, you're in the right place. Subscribe and grow with me.
",0.080302,1.05,0.9316
UCOwhV9DPZBho8vbdL9kzSiA,Debt Payoff Planner,5570,keyword,2026-08-14 19:38:48.092414+03:00,Debt Payoff Planner is the award winning app that makes it easy to create a debt payoff plan and stick to it so you can become debt-free faster.,0.014592,0.15,1.5582
UCkcO8ZzyFUCnQDvs43mZ1Zg,Finance is easy,4000,keyword,2026-08-14 19:33:35.660929+03:00,"Merci pour votre intérêt ! 

Cette chaîne a pour objet de vous accompagner dans la bonne appréhension des concepts financiers les plus courants.
Les vidéos se veulent ludiques, efficaces, courtes, concrètes, mais elles sont surtout créées dans le but de vous aider à monter en compétence dans cette passionnante discipline qu'est la finance.

Pour toute question : finance.is.easy7@gmail.com
Vous souhaitez échanger quant à un éventuel accompagnement personnalisé : https://calendly.com/finance_is_easy/15min

Au plaisir de vous lire.

Benjamin
",0.02087,0.42,0.2782
UChZqCG_I0Q-AqwDNNZVMTxg,LetssaveMoney187,3990,keyword,2026-08-14 19:38:59.933937+03:00,This Channel Was Made To Help And Motivate You To Save ,0.039973,0.91,0.1681
